cntyfips,idnum,state,state2,stfips,zip,region,typebldg,floor,room,basement,windoor,rep,stratum,wave,starttm,stoptm,startdt,stopdt,activity,pcterr,adjwt,dupflag,zipflag,county,stfips,st,cty,lon,lat,Uppm
5,5137,MN,MN,27,56501,2,1,1,3,Y,NA, 5,3, 25,1215,1330,121487,121687,1.2,22.7,893.23743,0,0,BECKER              ,1,AL,BARBOUR,-85.393,31.87,2.10105
5,5138,MN,MN,27,56501,2,1,0,2,Y,NA, 3,3, 41,2025,2100,11788,11988,4.3,9.1,1071.318034,0,0,BECKER              ,1,AL,BARBOUR,-85.393,31.87,2.10105
5,5139,MN,MN,27,56544,2,1,1,3,N,NA, 3,3, 44,1000,1000,12188,12388,4.5,6,1071.318034,0,0,BECKER              ,1,AL,BARBOUR,-85.393,31.87,2.10105
7,5140,MN,MN,27,56601,2,1,0,4,Y,NA, 4,3, 31,1320,1605,122087,122287,6.3,6.9,990.411554,0,0,BELTRAMI            ,1,AL,BIBB,-87.126,32.998,1.67313
7,5141,MN,MN,27,56601,2,1,0,2,Y,NA, 2,3, 32,1430,1900,122887,123087,4.6,7.2,921.864905,0,0,BELTRAMI            ,1,AL,BIBB,-87.126,32.998,1.67313
7,5142,MN,MN,27,56601,2,1,0,4,Y,NA, 1,3,  2,1300,1300,22388,22588,5.7,5.4,1024.442902,0,0,BELTRAMI            ,1,AL,BIBB,-87.126,32.998,1.67313
7,5143,MN,MN,27,56647,2,1,1,3,Y,NA, 2,3, 40,1000,1000,11888,12088,2.2,8.2,921.864905,2,0,BELTRAMI            ,1,AL,BIBB,-87.126,32.998,1.67313
7,5144,MN,MN,27,56676,2,1,1,3,N,NA, 1,3, 26,1400,1900,121287,121787,0.4,0,1024.442902,0,0,BELTRAMI            ,1,AL,BIBB,-87.126,32.998,1.67313
7,5145,MN,MN,27,56683,2,1,1,1,N,NA, 1,3, 42,1100,1100,11788,11988,4.6,6.7,1024.442902,0,0,BELTRAMI            ,1,AL,BIBB,-87.126,32.998,1.67313
7,5146,MN,MN,27,56727,2,1,1,7,Y,NA, 2,1, 38,1315,1315,11288,11488,4.4,8.3,348.042925,2,0,BELTRAMI            ,1,AL,BIBB,-87.126,32.998,1.67313
9,5147,MN,MN,27,56329,5,1,0,2,Y,NA, 4,4, 45,930,940,13188,20288,6.6,4.6,1177.377355,0,0,BENTON              ,1,AL,BLOUNT,-86.568,33.981,1.88501
9,5148,MN,MN,27,56379,5,1,0,4,Y,NA, 5,3, 40,1110,2130,11888,12088,2.7,9.8,893.23743,0,0,BENTON              ,1,AL,BLOUNT,-86.568,33.981,1.88501
9,5149,MN,MN,27,56379,5,1,1,3,N,NA, 2,3,  4,1830,1830,22888,30388,2.9,11.4,921.864905,0,0,BENTON              ,1,AL,BLOUNT,-86.568,33.981,1.88501
9,5150,MN,MN,27,56379,5,1,0,4,Y,NA, 4,3,  4,1500,1500,22888,30388,2.9,7.3,990.411554,0,0,BENTON              ,1,AL,BLOUNT,-86.568,33.981,1.88501
11,5151,MN,MN,27,56225,5,1,0,4,Y,NA, 1,4, 21,1300,710,120287,121187,7.2,5.3,1088.985661,0,0,BIG STONE           ,1,AL,BULLOCK,-85.716,32.1,2.46112
11,5152,MN,MN,27,56225,5,1,0,4,Y,NA, 4,4, 36,1400,1400,122887,123087,5,7.3,1177.377355,0,0,BIG STONE           ,1,AL,BULLOCK,-85.716,32.1,2.46112
11,5153,MN,MN,27,56225,5,1,0,5,Y,NA, 5,4,  4,2300,615,30388,30388,2.6,9.3,1105.956867,0,0,BIG STONE           ,1,AL,BULLOCK,-85.716,32.1,2.46112
13,5154,MN,MN,27,56001,4,1,0,7,Y,NA, 5,3, 31,1730,1730,10188,10188,5,6.8,893.23743,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5155,MN,MN,27,56001,4,1,0,4,Y,NA, 2,3, 32,2100,2100,122687,122887,13,3,921.864905,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5156,MN,MN,27,56001,4,1,0,4,Y,NA, 4,3, 34,812,844,123187,10188,7.2,4.4,990.411554,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5157,MN,MN,27,56001,4,1,0,4,Y,NA, 3,3, 38,1900,700,31688,31988,6.8,4.9,1071.318034,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5158,MN,MN,27,56001,4,1,0,4,Y,NA, 5,3, 45,1800,1800,12688,12888,12.8,5.4,893.23743,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5159,MN,MN,27,56001,4,2,1,3,Y,NA, 1,3, 47,1930,1930,20288,20288,5.8,5.9,1024.442902,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5160,MN,MN,27,56001,4,1,0,4,Y,NA, 2,3, 47,820,1045,20288,20288,9.5,3.8,921.864905,1,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5161,MN,MN,27,56001,4,1,0,7,Y,NA, 4,3, 47,1300,1301,20288,20288,6,5.6,990.411554,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5162,MN,MN,27,56001,4,1,0,7,Y,NA, 5,3, 48,2010,2025,20288,20288,3.8,7.6,893.23743,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5163,MN,MN,27,56001,4,1,1,3,Y,NA, 1,3,  3,2030,2030,22788,30388,14.3,2.9,1024.442902,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5164,MN,MN,27,56010,4,1,0,4,Y,NA, 5,3, 22,800,800,121287,121487,1.8,13.2,893.23743,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5165,MN,MN,27,56055,4,1,0,2,Y,NA, 3,3, 28,1230,1230,121687,121887,6.9,5.1,1071.318034,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5166,MN,MN,27,56055,4,1,0,0, ,NA, 5,3, 38,1300,1257,10188,11188,4.7,5.1,893.23743,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
13,5167,MN,MN,27,56055,4,1,0,4,Y,NA, 1,3, 48,1800,1800,22988,30388,9.5,4.3,1024.442902,0,0,BLUE EARTH          ,1,AL,BUTLER,-86.68,31.752,1.91714
15,5168,MN,MN,27,56073,4,1,1,0,Y,NA, 2,3, 33,715,715,122987,123187,2.5,9.8,921.864905,0,0,BROWN               ,1,AL,CALHOUN,-85.827,33.772,1.97532
15,5169,MN,MN,27,56073,4,1,0,4,Y,NA, 1,3, 33,730,730,122787,122987,6.7,3.9,1024.442902,0,0,BROWN               ,1,AL,CALHOUN,-85.827,33.772,1.97532
15,5170,MN,MN,27,56073,4,1,1,3,Y,NA, 3,3, 33,830,830,11188,11388,4,5.4,1071.318034,0,0,BROWN               ,1,AL,CALHOUN,-85.827,33.772,1.97532
15,5171,MN,MN,27,56073,4,1,0,2,Y,NA, 5,3, 38,1247,2221,12288,12488,10.1,5.8,893.23743,0,0,BROWN               ,1,AL,CALHOUN,-85.827,33.772,1.97532
17,5172,MN,MN,27,55720,5,1,0,1,Y,NA, 3,4, 25,600,600,10188,10188,2.2,8.7,1214.922779,0,0,CARLTON             ,1,AL,CHAMBERS,-85.392,32.914,1.75695
17,5173,MN,MN,27,55720,5,1,0,0,Y,NA, 2,4, 34,930,930,10188,10188,1.8,11.3,1146.49919,0,0,CARLTON             ,1,AL,CHAMBERS,-85.392,32.914,1.75695
17,5174,MN,MN,27,55720,5,1,0,2,Y,NA, 4,4, 34,1700,1700,122287,122487,3.4,9.6,1177.377355,0,0,CARLTON             ,1,AL,CHAMBERS,-85.392,32.914,1.75695
17,5175,MN,MN,27,55720,5,1,1,7,Y,NA, 1,4, 37,1400,2000,121887,122087,5.6,28.9,1088.985661,0,0,CARLTON             ,1,AL,CHAMBERS,-85.392,32.914,1.75695
17,5176,MN,MN,27,55720,5,1,0,4,Y,NA, 4,2, 37,1930,1930,122687,122887,4.3,10.8,461.274696,0,0,CARLTON             ,1,AL,CHAMBERS,-85.392,32.914,1.75695
17,5177,MN,MN,27,55720,5,1,0,2,Y,NA, 5,4, 48,630,630,20288,20288,3.9,8,1105.956867,0,0,CARLTON             ,1,AL,CHAMBERS,-85.392,32.914,1.75695
17,5178,MN,MN,27,55733,5,1,0,2,Y,NA, 3,4, 23,1620,1620,121287,121487,1.3,14.4,1214.922779,0,0,CARLTON             ,1,AL,CHAMBERS,-85.392,32.914,1.75695
17,5179,MN,MN,27,55733,5,1,0,2,Y,NA, 2,4, 25,1820,1845,121287,121487,4.2,6.5,1146.49919,0,0,CARLTON             ,1,AL,CHAMBERS,-85.392,32.914,1.75695
17,5180,MN,MN,27,55757,5,1,0,4,Y,NA, 3,4, 22,1730,1730,121187,121487,0.8,23.4,1214.922779,0,0,CARLTON             ,1,AL,CHAMBERS,-85.392,32.914,1.75695
17,5181,MN,MN,27,55797,5,1,0,4,Y,NA, 4,4, 46,800,800,12788,12988,2,16.7,1177.377355,0,0,CARLTON             ,1,AL,CHAMBERS,-85.392,32.914,1.75695
19,5182,MN,MN,27,55318,5,1,0,4,Y,NA, 4,4, 39,1905,1905,11888,12088,1.6,15.9,1177.377355,0,0,CARVER              ,1,AL,CHEROKEE,-85.604,34.176,1.76798
19,5183,MN,MN,27,55318,5,1,0,4,Y,NA, 1,4, 45,1800,1800,22488,22688,12.9,3.4,1088.985661,0,0,CARVER              ,1,AL,CHEROKEE,-85.604,34.176,1.76798
19,5184,MN,MN,27,55318,5,1,1,1,Y,NA, 5,4,  2,2130,2130,22388,22588,14.7,3.1,1105.956867,0,0,CARVER              ,1,AL,CHEROKEE,-85.604,34.176,1.76798
19,5185,MN,MN,27,55368,5,1,1,7,Y,NA, 4,4, 38,1610,1615,31588,31788,4.7,16,1177.377355,0,0,CARVER              ,1,AL,CHEROKEE,-85.604,34.176,1.76798
19,5186,MN,MN,27,55388,5,1,0,4,Y,NA, 4,4, 26,1830,1830,121487,121687,9.6,5.2,1177.377355,1,0,CARVER              ,1,AL,CHEROKEE,-85.604,34.176,1.76798
19,5187,MN,MN,27,55388,5,1,1,3,Y,NA, 1,4, 48,900,900,20288,20288,0,0,1088.985661,0,0,CARVER              ,1,AL,CHEROKEE,-85.604,34.176,1.76798
21,5188,MN,MN,27,56401,2,1,0,4,Y,NA, 2,3, 39,1300,1300,11388,11588,3.7,8,921.864905,0,0,CASS                ,1,AL,CHILTON,-86.719,32.848,1.83799
21,5189,MN,MN,27,56433,2,1,0,4,Y,NA, 1,3, 29,800,800,121987,122187,7.4,6.8,1024.442902,0,0,CASS                ,1,AL,CHILTON,-86.719,32.848,1.83799
21,5190,MN,MN,27,56452,2,1,0,2,Y,NA, 1,3, 31,930,930,10188,10188,1.9,11.8,1024.442902,0,0,CASS                ,1,AL,CHILTON,-86.719,32.848,1.83799
21,5191,MN,MN,27,56473,2,1,0,7,Y,NA, 1,3,  1,1730,2030,30388,30388,5.3,6.8,1024.442902,0,0,CASS                ,1,AL,CHILTON,-86.719,32.848,1.83799
21,5192,MN,MN,27,56474,2,1,0,4,Y,NA, 4,3, 48,1350,1350,20288,20288,4,6.7,990.411554,0,0,CASS                ,1,AL,CHILTON,-86.719,32.848,1.83799
23,5193,MN,MN,27,56222,5,1,0,2,Y,NA, 1,4, 32,1430,1130,10188,10188,7.7,3.9,1088.985661,0,0,CHIPPEWA            ,1,AL,CHOCTAW,-88.261,32.022,1.60929
23,5194,MN,MN,27,56265,5,1,0,2,Y,NA, 5,4, 25,1700,1700,122687,122887,1.4,14,1105.956867,0,0,CHIPPEWA            ,1,AL,CHOCTAW,-88.261,32.022,1.60929
23,5195,MN,MN,27,56265,5,1,0,2,Y,NA, 2,4, 43,1000,1000,12188,12488,10,3.2,1146.49919,0,0,CHIPPEWA            ,1,AL,CHOCTAW,-88.261,32.022,1.60929
23,5196,MN,MN,27,56265,5,1,0,4,Y,NA, 1,4,  4,1330,1345,22788,22988,9.4,3.7,1088.985661,0,0,CHIPPEWA            ,1,AL,CHOCTAW,-88.261,32.022,1.60929
25,5197,MN,MN,27,55025,5,1,0,4,Y,NA, 4,2, 24,730,730,121487,121687,0.8,19.2,461.274696,0,0,CHISAGO             ,1,AL,CLARKE,-87.831,31.679,1.52789
25,5198,MN,MN,27,55032,5,1,0,2,Y,NA, 2,4, 27,1845,2000,121487,121687,4.4,7.7,1146.49919,0,0,CHISAGO             ,1,AL,CLARKE,-87.831,31.679,1.52789
25,5199,MN,MN,27,55045,5,1,0,4,Y,NA, 5,4, 35,1100,1100,122787,122987,5,8.6,1105.956867,0,0,CHISAGO             ,1,AL,CLARKE,-87.831,31.679,1.52789
25,5200,MN,MN,27,55045,5,1,0,2,Y,NA, 5,4, 36,1330,1330,122687,122887,2.1,11,1105.956867,0,0,CHISAGO             ,1,AL,CLARKE,-87.831,31.679,1.52789
25,5201,MN,MN,27,55056,5,1,0,4,Y,NA, 2,4, 46,1000,1000,13088,20288,1.7,11.5,1146.49919,0,0,CHISAGO             ,1,AL,CLARKE,-87.831,31.679,1.52789
25,5202,MN,MN,27,55092,5,1,0,2,Y,NA, 5,4, 29,1800,1800,11088,11288,8.1,4,1105.956867,1,0,CHISAGO             ,1,AL,CLARKE,-87.831,31.679,1.52789
27,5203,MN,MN,27,56514,2,0,1,0, ,NA, 3,3, 22,1700,1700,120287,121087,0.9,26.5,1071.318034,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5204,MN,MN,27,56514,2,1,0,2,Y,NA, 5,3, 40,1815,2015,12088,12288,12.9,6.9,893.23743,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5205,MN,MN,27,56529,2,1,0,4,Y,NA, 4,3, 45,2000,2030,13088,20288,2.6,8.9,990.411554,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5206,MN,MN,27,56547,2,1,1,3, ,NA, 5,3, 22,930,930,120287,121187,3.5,8.9,893.23743,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5207,MN,MN,27,56549,2,1,0,4,Y,NA, 1,3, 28,755,935,122187,122387,26.6,2.5,1024.442902,2,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5208,MN,MN,27,56549,2,0,0,0, ,NA, 4,3, 33,1140,0,122987,123187,1.5,20.9,990.411554,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5209,MN,MN,27,56560,2,1,0,2,Y,NA, 2,3, 22,715,715,120287,121187,13,3.2,921.864905,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5210,MN,MN,27,56560,2,1,0,4,Y,NA, 4,3, 22,2100,2300,122087,122287,8.8,5.2,990.411554,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5211,MN,MN,27,56560,2,1,0,4,Y,NA, 3,3, 23,1130,1130,31988,32188,19.5,2.8,1071.318034,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5212,MN,MN,27,56560,2,1,1,3,N,NA, 4,3, 36,1000,1000,11988,12188,2.5,11.4,990.411554,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5213,MN,MN,27,56560,2,1,0,2,Y,NA, 1,3, 44,2200,2200,12488,12688,9,5.1,1024.442902,1,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5214,MN,MN,27,56560,2,1,0,7,Y,NA, 2,3, 46,1600,1600,12688,12888,13.1,3.4,921.864905,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5215,MN,MN,27,56560,2,2,0,4,Y,NA, 5,3, 47,1430,1430,20288,20288,3.6,7,893.23743,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
27,5216,MN,MN,27,56560,2,0,1,0, ,NA, 2,3,  2,719,1300,22888,30388,6.9,5.2,921.864905,0,0,CLAY                ,1,AL,CLAY,-85.861,33.269,2.33412
29,5217,MN,MN,27,56621,2,1,1,3,N,NA, 2,3, 23,800,800,121487,121687,4.8,7.7,921.864905,0,0,CLEARWATER          ,1,AL,CLEBURNE,-85.519,33.674,2.22778
